Meal Time,Food Name,Calories,protein,carbs,fats,ingredients
Dinner,Southwest Chicken Wrap,950,66,64,50," Avocado Fresh Cubed, Cheese Cheddar Mild Pre-Shredded Feathered, Cheese Mozzarella Part Skim Pre-Shredded Feathered, Chicken Breast Boneless Skinless NAE Random Raw, Lettuce Iceberg Fresh Pre-Shredded 1/8"", Lettuce Leaf Individual Leaf Fresh, Oil Canola, Sauce Salsa Picante Mild, Spice Cumin Ground, Spice Paprika Ground, Tomatoes Fresh Each Slice, Tortilla Wrap Flour 12"" Ole Mexican "
Dinner,Turkey Bacon Cheddar Sandwich ,460,26,41,21," Bacon Sliced Raw 18/22 Frozen, Bread Sourdough Loaf Sliced 1.52 oz Burry, Cheese Cheddar Mild Loaf Sliced .5 oz, Garlic Cloves Peeled Fresh, Juice Lemon Fresh Pressed, Lettuce Leaf Individual Leaf Fresh, Mayonnaise Regular Kraft, Oil Canola, Rosemary Fresh Chopped, Salt Kosher, Tomatoes Fresh Each Slice, Turkey Breast Deli Smoked "
Dinner,"Hummus, Spinach, Feta & Tomato",270,10,33,12," Flatbread Thin 12""x12"" Frozen, Tomatoes Fresh, Hummus Traditional Grecian Delight Frozen, Cheese Feta, Spinach Baby Fresh "
Dinner,Buffalo Wings,510,31,2,42," Butter Melted, Chicken Wings Jumbo RTC Frozen-IQF, Sauce Buffalo Wing Franks RedHot, Spice Garlic Granulated, Spice Pepper Black Ground Fresh "
Dinner,Black Bean Burger,280,21,41,6," Burger Meatless Black Bean 3.3 oz, Lettuce Romaine Individual Leaf Fresh, Roll Sandwich Thins 100% Whole Wheat 1.5 oz Arnold, Tomatoes Fresh Each Slice 1/4"" "
Dinner,Tater Tots,170,2,21,9, Potatoes Tater Puffs Frozen 
Dinner,Grilled Vegetables,25,2,5,0," Asparagus Fresh, Mushrooms Portobello Fresh, Oil Canola, Peppers Bell Red Fresh, Salt Kosher, Spice Pepper Black Ground, Squash Yellow Fresh Bias Cut Halved 1/2"", Squash Zucchini Fresh Bias Cut Halved 1/2"" "
Dinner,Banana,110,1,27,0, Banana Medium 100-120 Ct Fresh 
Dinner,Orange,60,1,14,0, Orange 113 Count  Fresh 
Dinner,Apple,70,0,18,0, Apples Red Delicious 125 Count Fresh 
Dinner,Cheese Pizza,180,8,23,6," Basil Fresh, Cheese Mozzarella Whole Milk Pre-Shredded, Cheese Parmesan Grated, Flour High Gluten Bakers, Oil Canola, Salt Bulk, Salt Kosher, Spice Garlic Powder, Spice Pepper Black Ground, Sugar Granulated, Tomatoes Crushed Canned Including Liquids, Tomatoes Whole Peeled Canned Drained Chopped, Water, Yeast Bakers Active Dry "
Dinner,Bacon Pizza,310,15,33,12," Bacon Bits Real FC 3/8"", Cheese Cheddar Mild Pre-Shredded Feathered, Cheese Mozzarella Whole Milk Pre-Shredded, Cheese Parmesan Grated, Cheese Parmesan Pre-Shredded Fancy, Cheese Provolone Loaf Shredded, Dough Pizza 16"" Pre-sheeted Rolled Edge 26 oz Frozen, Oil Canola, Spice Garlic Powder, Spice Oregano Dried Crumbled, Spice Pepper Red Chili Crushed Flakes, Tomatoes Crushed Canned Including Liquids "
Dinner,Sun-Dried Tomato Mozzarella Flatbread,180,14,24,6," Basil Fresh Chiffonade Cut, Basil Fresh Chopped, Cheese Mozzarella Part Skim Pre-Shredded Feathered, Cheese Parmesan Grated, Flatbread Flatout Multi Grain, Garlic Chopped in Water, Oil Canola, Spice Pepper Black Ground, Tomato Puree Canned, Tomatoes Diced in Juice No Added Salt Ang Mia Canned, Tomatoes Sun-Dried Chopped Fine "
Dinner,Crushed Red Pepper,5,0,1,0, Spice Pepper Red Chili Crushed Flakes 
Dinner,Dried Oregano,0,0,0,0, Spice Oregano Dried Crumbled 
Dinner,Grated Parmesan Cheese,10,1,0,5, Cheese Parmesan Grated 
Dinner,Iced Brownies,30,0,5,15," Icing Chocolate Fudge RTU, Mix Brownie Fudge, Water "
Dinner,Rice Krispie Treat,180,2,35,5," Butter Salted, Cereal Rice Krispies Bulk, Flavoring Extract Vanilla Imitation, Marshmallows Miniature "
Dinner,"Pickle Relish, Sweet",10,0,3,0," Cucumbers, High Fructose Corn Syrup, Distilled Vinegar, Cabbage (Cabbage, Salt), Guar Gum, Aluminum Sulphate, Xanthan Gum, Potassium Sorbate, Sodium Benzoate, Red Bell Peppers, Turmeric Extract, Natural and Artificial Flavor, Yellow 5, Blue 1.  "
Dinner,"Ketchup, 9 g",10,0,2,0," Tomato Concentrate from Red Ripe Tomatoes, Distilled Vinegar, High Fructose Corn Syrup, Corn Syrup, Salt, Spice, Onion Powder, Natural Flavoring. "
Dinner,Mustard,0,0,0,0," Water, Distilled Vinegar, Ground Mustard Seed, Salt, Turmeric, Spices. "
Dinner,"Mayonnaise, .44 oz",80,0,0,8, EGG. 
Dinner,Orange Juice,230,3,55,5, Juice Orange 100% 
Dinner,Apple Juice,230,0,56,5, Juice Apple 100% 
Dinner,Cranberry Juice,210,0,54,0,", Water Cold "
Dinner,Coffee,0,0,0,0," Coffee Ground, Water "
Dinner,Decaf Coffee,0,0,0,0," Coffee Decaf 100% Colombian Javo Liq Conc 35x1, Water "
Dinner,Mountain Berry Powerade,120,0,29,0, Powerade Mountain Berry Fountain 
Dinner,"Soda, Cola, Diet, 8 oz",10,0,1,0," CARBONATED WATER, CARAMEL COLOR, PHOSPHORIC ACID, CITRIC ACID, POTASSIUM CITRATE, SUCRALOSE, POTASSIUM BENZOATE (PRESERVATIVE), CAFFEINE, ACESULFAME POTASSIUM AND NATURAL FLAVOR. "
Dinner,Lemonade,90,0,22,0, Drink Lemonade Tropicana Fountain 
Dinner,Coca-Cola,210,0,53,0, Soda Coca-Cola Fountain 
Dinner,Sprite,200,0,49,0, Soda Sprite Fountain 
Dinner,Barq's Root Beer,230,0,58,0, Soda Root Beer Barq's Fountain 
Dinner,Sweet Iced Tea,180,0,42,0, Tea Iced Sweet Gold Peak Fountain 
Dinner,"Milk, Skim",170,17,24,0, Milk Skim 
Dinner,"Milk, Lowfat, 1%",200,16,24,45, Milk Lowfat 1% 
Dinner,"Chocolate Milk, Low Fat 1%",380,15,61,10, Milk Chocolate 1% LowFat 4 floz PC 
Dinner,"Milk, Soy, Chocolate, 8 fl oz",170,8,25,45," Soymilk (Filtered Water, Soybeans), Cane Sugar, Cocoa (Processed with Alkali), Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Ascorbic Acid (To Protect Freshness), Natural Flavor. Contains Soy. "
Dinner,"Milk, Soy, Vanilla, 8 fl oz",150,8,18,45," Soymilk (Filtered Water, Soybeans), Cane Sugar, Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Natural Flavor, Ascorbic Acid (To Protect Freshness). Contains Soy. "
Dinner,"Milk, Lactose-Free, Skim, 8 oz",80,8,11,0," Fat Free Milk, Contains less than 1% of each of the following; Potassium Chloride, Lactase Enzyme, Vitamin A Palmitate, and Vitamin D3. "
Dinner,Pineapple Water,10,0,3,0," Water, Pineapple Fresh Cubed "
Dinner,Froot Loops,110,1,25,1, Cereal Froot Loops Bulk 
Dinner,Total Raisin Bran,180,3,45,1, Cereal Total Raisin Bran Bulk 
Dinner,Lucky Charms,140,3,30,15, Cereal Lucky Charms Bulk 
Dinner,Cheerios,100,3,20,2, Cereal Cheerios Bulk 
