Meal Time,Food Name,Calories,protein,carbs,fats,ingredients
Dinner,Italian Marinated Tofu ,310,17,3,27," Garlic Cloves Peeled Fresh Minced, Honey Bulk, Mustard Dijon, Oil Canola, Spice Oregano Dried Crumbled, Spice Pepper Black Cracked, Spice Pepper Cayenne Ground, Tofu Extra Firm Including Liquids, Vinegar Balsamic, Vinegar Rice Wine Unseasoned "
Dinner,"Blistered Tomatoes, Arugula, Thyme",100,1,4,9," Lettuce Arugula Baby Fresh, Oil Canola, Parsley Fresh Chopped, Salt Kosher, Spice Pepper Black Ground Fresh, Thyme Fresh Chopped, Tomatoes Grape Fresh "
Dinner,Asian Vegetable Salad ,35,2,6,5," Broccoli Fresh Pieces 1/2"", Cabbage Red Pre-Shredded Fresh, Carrots Pre-Shredded Fresh, Cilantro Fresh Chopped, Lettuce Iceberg Fresh Shredded, Lettuce Romaine Fresh Shredded, Onions Green Scallion Bunch Fresh Chopped, Peppers Bell Red Fresh Julienne Sliced 1/8"", Spice Sesame Seeds Pre-Toasted "
Dinner,Regular Vegan Tofu Carrot Cupcakes					,320,6,53,10," Baking Powder, Baking Soda, Carrots Fresh Grated, Flavoring Extract Vanilla Imitation, Flour All Purpose, Icing Vanilla Buttercreme RTU, Juice Orange 100%, Oil Canola, Raisins, Salt Bulk, Spice Cinnamon Ground, Sugar Brown Light, Tofu Extra Firm Including Liquids "
Dinner,Smokey Chipotle Lime Turkey,150,17,14,3," Flavoring Liquid Smoke, Juice Lime, Peppers Chipotle in Adobo Sauce Canned, Salt Kosher, Sauce Hot Chipotle Pepper Tabasco Bulk, Seasoning Garlic Herb Salt Free, Spice Pepper Black Ground, Sugar Brown Light, Turkey Breast Roast French Cut RTC "
Dinner,Red Potatoes with Onions and Peppers,140,3,24,45," Oil Canola, Onions Yellow Fresh Julienne Sliced, Peppers Bell Green Fresh Diced Fine, Potatoes Red Bliss Fresh Quartered, Salt Bulk, Spice Paprika Ground, Spice Pepper Black Ground "
Dinner,Sauteed Tomatoes with Kale,20,1,3,1," Garlic Cloves Peeled Fresh Minced, Kale Fresh Chopped, Oil Canola, Onions Yellow Fresh Julienne Sliced, Salt Kosher, Spice Pepper Black Ground, Tomatoes Cherry Fresh Halved "
Dinner,Black Bean and Corn Salad,100,5,18,2," Beans Black Turtle Low Sodium Canned Drained Rinsed, Cilantro Fresh Chopped, Corn Whole Kernel Frozen, Garlic Cloves Peeled Fresh Minced, Juice Lime Fresh Pressed, Oil Olive Extra Virgin, Onions Red Fresh Chopped Fine, Peppers Chili Jalapeno Fresh Minced, Spice Cumin Ground "
Dinner,Cubed Watermelon,10,0,2,0, Watermelon Fresh 
Dinner,Iced Brownies,30,0,5,15," Icing Chocolate Fudge RTU, Mix Brownie Fudge, Water "
Dinner,Rice Krispie Treat,180,2,35,5," Butter Salted, Cereal Rice Krispies Bulk, Flavoring Extract Vanilla Imitation, Marshmallows Miniature "
Dinner,Tomato Cucumber Salad,15,1,4,0," Cucumbers Fresh Peeled Sliced 1/4"", Onions Yellow Fresh Minced, Peppers Bell Green Fresh Diced Medium 1/2"", Salad Dressing Italian Fat Free Kraft Bulk, Tomatoes Fresh Diced "
Dinner,Mixed Greens Spring Mix,5,1,1,0, Lettuce Salad Mix Spring (Mesclun) 
Dinner,Romaine Lettuce,15,1,3,0," Lettuce Romaine Fresh Chopped 1"" "
Dinner,Cherry Tomatoes,5,0,1,0, Tomatoes Cherry Fresh 
Dinner,Sliced Cucumber,0,0,0,0," Cucumbers Fresh Peeled Sliced 1/4"" "
Dinner,Shredded Carrots,10,0,3,0, Carrots Fresh Shredded 
Dinner,Balsamic Vinaigrette Dressing,80,0,3,7, Salad Dressing Balsamic Bulk 
Dinner,Fat Free Italian Dressing,15,0,3,0, Salad Dressing Italian Fat Free Kraft Bulk 
Dinner,Creamy Caesar Dressing,110,1,2,11, Salad Dressing Caesar Creamy Bulk 
Dinner,Low Sodium Garbanzo Beans,50,3,8,1, Beans Garbanzo Low Sodium Canned Drained 
Dinner,Sliced Red Onion,10,0,3,0, Onions Red Fresh Slivered Thin 
Dinner,Southwest Chicken Wrap,950,66,64,50," Avocado Fresh Cubed, Cheese Cheddar Mild Pre-Shredded Feathered, Cheese Mozzarella Part Skim Pre-Shredded Feathered, Chicken Breast Boneless Skinless NAE Random Raw, Lettuce Iceberg Fresh Pre-Shredded 1/8"", Lettuce Leaf Individual Leaf Fresh, Oil Canola, Sauce Salsa Picante Mild, Spice Cumin Ground, Spice Paprika Ground, Tomatoes Fresh Each Slice, Tortilla Wrap Flour 12"" Ole Mexican "
Dinner,Turkey Bacon Cheddar Sandwich ,460,26,41,21," Bacon Sliced Raw 18/22 Frozen, Bread Sourdough Loaf Sliced 1.52 oz Burry, Cheese Cheddar Mild Loaf Sliced .5 oz, Garlic Cloves Peeled Fresh, Juice Lemon Fresh Pressed, Lettuce Leaf Individual Leaf Fresh, Mayonnaise Regular Kraft, Oil Canola, Rosemary Fresh Chopped, Salt Kosher, Tomatoes Fresh Each Slice, Turkey Breast Deli Smoked "
Dinner,"Hummus, Spinach, Feta & Tomato",270,10,33,12," Flatbread Thin 12""x12"" Frozen, Tomatoes Fresh, Hummus Traditional Grecian Delight Frozen, Cheese Feta, Spinach Baby Fresh "
Dinner,Cubed Cantaloupe,20,0,5,0, Cantaloupe Medium Fresh Cubed 
Dinner,Cubed Honeydew,20,0,5,0, Honeydew Melon Fresh 
Dinner,Low Fat Vanilla Yogurt,100,6,16,15, Yogurt Vanilla Low Fat Parfait 64 oz Pouch 
Dinner,Low Fat Strawberry Yogurt,130,5,24,15, Yogurt Strawberry Low Fat 64 oz Pouch 
Dinner,2% Greek Plain Yogurt,90,11,5,25, Yogurt Plain Greek 2% Fage Bulk 
Dinner,Cubed Pineapple,20,0,5,0, Pineapple Fresh Cubed 
Dinner,Ketchup,15,0,4,0, Ketchup Bulk 
Dinner,Yellow Mustard,10,1,1,5, Mustard Yellow 
Dinner,Classic Barbecue Sauce,50,0,13,0, Sauce Barbecue Kansas City Classic 
Dinner,Light Mayonnaise,35,0,1,35, Mayonnaise Light Kraft 
Dinner,Hot Sauce,0,0,0,0, Sauce Hot Tabasco 
Dinner,Dill Relish,20,0,5,0, Pickle Relish Dill 
Dinner,Kosher Salt,0,0,0,0, Salt Kosher 
Dinner,Black Pepper,0,0,0,0, Spice Pepper Black Ground 
Dinner,English Muffin,130,5,25,1, English Muffin Plain 2 oz 
Dinner,White Bread,160,5,30,2, Bread White Slice 1.08 oz Bimbo 
Dinner,Whole Wheat Bread,150,8,26,2, Bread Whole Wheat Slice 1 oz 
Dinner,Plain Bagel,190,7,37,1, Bagel Plain 2.3 oz Frozen 
Dinner,Udi's White Bread,120,3,19,3, Bread White Sandwich Udi's Gluten Free 1.5 oz Frozen 
Dinner,"Cream Cheese, Light, 1 oz",60,2,2,45,Milk.  
Dinner,Sunflower Spread,100,3,4,9, Spread Sunflower SunButter 
Dinner,"Jelly, Assorted",40,0,10,0,"grape and apple juices (water, grape and apple juice concentrate), corn syrup, citric acid, pectin, potassium sorbate (preservative). "
Dinner,Cheerios,100,3,20,2, Cereal Cheerios Bulk 
Dinner,Lucky Charms,140,3,30,15, Cereal Lucky Charms Bulk 
Dinner,Raisin Bran,190,5,47,1, Cereal Raisin Bran Bulk 
Dinner,Froot Loops,110,1,25,1, Cereal Froot Loops Bulk 
Dinner,Banana,110,1,27,0, Banana Medium 100-120 Ct Fresh 
Dinner,Orange,60,1,14,0, Orange 113 Count  Fresh 
Dinner,Apple,70,0,18,0, Apples Red Delicious 125 Count Fresh 
Dinner,Butter PC,70,0,0,8, Butter Salted Whipped PC 
Dinner,"Syrup, Pancake, 1.4 oz",90,0,24,0," CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, WATER, NATURAL AND ARTIFICIAL FLAVOR, SALT, CARAMEL COLOR.  Manufacturer will not claim GF. "
Dinner,Oats 'n Honey Granola,20,0,3,5, Cereal Granola Oats 'n Honey Nature Valley Bulk 
Dinner,Ground Cinnamon,0,0,0,0, Spice Cinnamon Ground 
Dinner,Raisins,25,0,7,0, Raisins 
Dinner,Light Brown Sugar,50,0,13,0, Sugar Brown Light 
Dinner,Orange Juice,120,2,27,0, Juice Orange 100% 
Dinner,Apple Juice,110,0,28,0, Juice Apple 100% 
Dinner,Cranberry Juice,210,0,54,0,", Water Cold "
Dinner,Coffee,0,0,0,0," Coffee Ground, Water "
Dinner,Decaf Coffee,0,0,0,0," Coffee Decaf 100% Colombian Javo Liq Conc 35x1, Water "
Dinner,Mountain Berry Powerade,120,0,29,0, Powerade Mountain Berry Fountain 
Dinner,Diet Coke,0,0,0,0, Soda Coke Diet Fountain 
Dinner,Lemonade,90,0,22,0, Drink Lemonade Tropicana Fountain 
Dinner,Coca-Cola,210,0,53,0, Soda Coca-Cola Fountain 
Dinner,Sprite,200,0,49,0, Soda Sprite Fountain 
Dinner,Barq's Root Beer,230,0,58,0, Soda Root Beer Barq's Fountain 
Dinner,Sweet Iced Tea,180,0,42,0, Tea Iced Sweet Gold Peak Fountain 
Dinner,"Milk, Skim",170,17,24,0, Milk Skim 
Dinner,"Milk, Lowfat, 1%",200,16,24,45, Milk Lowfat 1% 
Dinner,"Chocolate Milk, Low Fat 1%",380,15,61,10, Milk Chocolate 1% LowFat 4 floz PC 
Dinner,"Milk, Soy, Chocolate, 8 fl oz",170,8,25,45," Soymilk (Filtered Water, Soybeans), Cane Sugar, Cocoa (Processed with Alkali), Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Ascorbic Acid (To Protect Freshness), Natural Flavor. Contains Soy. "
Dinner,"Milk, Soy, Vanilla, 8 fl oz",150,8,18,45," Soymilk (Filtered Water, Soybeans), Cane Sugar, Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Natural Flavor, Ascorbic Acid (To Protect Freshness). Contains Soy. "
Dinner,Lime Spa Water,0,0,1,0," Water Cold, Ice Cubes, Lime Fresh Each Slice "
